time_key,timestamp,hour,day,month,quarter,year
5085,2024-02-25 07:36:15.102865,7,Sunday,February,1,2024
5086,2024-01-12 09:30:27.102867,9,Friday,January,1,2024
5087,2023-10-28 00:05:54.102870,0,Saturday,October,4,2023
5088,2024-04-02 01:50:35.102873,1,Tuesday,April,2,2024
5089,2024-08-28 01:49:28.102876,1,Wednesday,August,3,2024
5090,2024-04-09 05:17:43.102879,5,Tuesday,April,2,2024
5091,2024-04-24 09:35:55.102882,9,Wednesday,April,2,2024
5092,2024-03-25 08:10:02.102884,8,Monday,March,1,2024
5093,2024-03-01 10:09:52.102887,10,Friday,March,1,2024
5094,2024-08-22 19:03:44.102890,19,Thursday,August,3,2024
5095,2023-12-11 01:18:46.102893,1,Monday,December,4,2023
5096,2024-02-05 19:29:08.102896,19,Monday,February,1,2024
5097,2023-09-21 03:06:02.102898,3,Thursday,September,3,2023
5098,2023-12-19 18:16:13.102901,18,Tuesday,December,4,2023
5099,2024-07-01 18:26:50.102905,18,Monday,July,3,2024
5100,2024-03-14 21:13:45.102907,21,Thursday,March,1,2024
5101,2024-06-23 09:12:14.102910,9,Sunday,June,2,2024
5102,2024-03-06 18:35:20.102913,18,Wednesday,March,1,2024
5103,2023-09-24 17:06:19.102916,17,Sunday,September,3,2023
5104,2023-11-01 10:27:52.102919,10,Wednesday,November,4,2023
5105,2024-08-15 14:06:42.102921,14,Thursday,August,3,2024
5106,2024-05-01 10:11:18.102924,10,Wednesday,May,2,2024
5107,2024-03-12 03:22:37.102927,3,Tuesday,March,1,2024
5108,2024-03-07 17:31:06.102930,17,Thursday,March,1,2024
5109,2024-06-08 19:29:02.102932,19,Saturday,June,2,2024
5110,2024-03-01 02:40:56.102935,2,Friday,March,1,2024
5111,2024-05-17 04:19:57.102938,4,Friday,May,2,2024
5112,2024-03-27 04:42:19.102941,4,Wednesday,March,1,2024
5113,2024-01-01 13:55:16.102944,13,Monday,January,1,2024
5114,2024-02-06 15:19:55.102947,15,Tuesday,February,1,2024
5115,2024-01-20 00:31:45.102949,0,Saturday,January,1,2024
5116,2024-06-18 02:13:46.102952,2,Tuesday,June,2,2024
5117,2024-07-19 19:31:41.102955,19,Friday,July,3,2024
5118,2024-04-19 23:14:59.102958,23,Friday,April,2,2024
5119,2024-08-01 21:16:17.102961,21,Thursday,August,3,2024
5120,2024-07-21 22:39:42.102964,22,Sunday,July,3,2024
5121,2024-04-23 18:21:54.102967,18,Tuesday,April,2,2024
5122,2024-04-20 21:02:42.102969,21,Saturday,April,2,2024
5123,2024-03-06 10:49:42.102972,10,Wednesday,March,1,2024
5124,2024-05-28 03:06:46.102975,3,Tuesday,May,2,2024
5125,2024-01-17 09:32:57.102978,9,Wednesday,January,1,2024
5126,2023-11-20 03:08:37.102981,3,Monday,November,4,2023
5127,2023-12-22 12:31:54.102984,12,Friday,December,4,2023
5128,2023-10-31 02:30:33.102986,2,Tuesday,October,4,2023
5129,2024-08-05 06:51:55.102989,6,Monday,August,3,2024
5130,2024-04-22 14:33:25.102992,14,Monday,April,2,2024
5131,2024-04-06 03:34:00.102995,3,Saturday,April,2,2024
5132,2024-06-21 16:25:35.102998,16,Friday,June,2,2024
5133,2024-06-18 07:56:26.103000,7,Tuesday,June,2,2024
5134,2023-11-18 20:58:15.103003,20,Saturday,November,4,2023
5135,2024-05-13 06:09:26.103006,6,Monday,May,2,2024
5136,2023-12-23 02:51:24.103009,2,Saturday,December,4,2023
5137,2024-03-23 18:59:34.103012,18,Saturday,March,1,2024
5138,2024-03-26 21:01:52.103014,21,Tuesday,March,1,2024
5139,2024-02-16 05:52:31.103017,5,Friday,February,1,2024
5140,2024-08-11 05:48:42.103020,5,Sunday,August,3,2024
5141,2024-02-19 14:30:04.103023,14,Monday,February,1,2024
5142,2024-02-20 07:02:46.103025,7,Tuesday,February,1,2024
5143,2023-12-24 01:58:36.103028,1,Sunday,December,4,2023
5144,2023-10-04 09:56:42.103031,9,Wednesday,October,4,2023
5145,2024-09-01 11:21:47.103034,11,Sunday,September,3,2024
5146,2023-11-21 18:55:23.103036,18,Tuesday,November,4,2023
5147,2024-06-12 03:29:40.103039,3,Wednesday,June,2,2024
5148,2024-03-19 15:49:08.103042,15,Tuesday,March,1,2024
5149,2024-08-02 13:31:15.103045,13,Friday,August,3,2024
5150,2023-09-24 18:29:04.103048,18,Sunday,September,3,2023
5151,2024-03-24 17:19:31.103050,17,Sunday,March,1,2024
5152,2024-03-14 03:17:20.103053,3,Thursday,March,1,2024
5153,2024-07-20 04:57:18.103056,4,Saturday,July,3,2024
5154,2024-05-21 03:24:41.103062,3,Tuesday,May,2,2024
5155,2024-03-11 00:27:51.103065,0,Monday,March,1,2024
5156,2024-03-02 13:05:42.103067,13,Saturday,March,1,2024
5157,2023-09-21 22:21:25.103070,22,Thursday,September,3,2023
5158,2024-07-30 02:57:07.103073,2,Tuesday,July,3,2024
5159,2023-11-13 14:28:19.103076,14,Monday,November,4,2023
5160,2024-01-31 10:05:00.103078,10,Wednesday,January,1,2024
5161,2024-02-01 14:18:09.103081,14,Thursday,February,1,2024
5162,2024-09-05 13:13:54.103084,13,Thursday,September,3,2024
5163,2024-06-20 04:15:32.103087,4,Thursday,June,2,2024
5164,2023-10-20 05:02:24.103090,5,Friday,October,4,2023
5165,2023-12-30 02:53:05.103092,2,Saturday,December,4,2023
5166,2023-12-18 05:09:37.103095,5,Monday,December,4,2023
5167,2024-08-14 17:33:04.103098,17,Wednesday,August,3,2024
5168,2024-06-04 07:50:46.103101,7,Tuesday,June,2,2024
5169,2024-06-09 07:45:35.103104,7,Sunday,June,2,2024
5170,2024-07-16 01:02:33.103107,1,Tuesday,July,3,2024
5171,2024-09-03 09:36:33.103110,9,Tuesday,September,3,2024
5172,2024-03-26 00:28:54.103112,0,Tuesday,March,1,2024
5173,2024-08-18 03:43:18.103115,3,Sunday,August,3,2024
5174,2024-03-01 23:59:14.103118,23,Friday,March,1,2024
5175,2024-06-19 15:19:25.103121,15,Wednesday,June,2,2024
5176,2024-08-26 21:20:34.103123,21,Monday,August,3,2024
5177,2024-02-03 14:57:11.103126,14,Saturday,February,1,2024
5178,2023-10-13 21:54:04.103129,21,Friday,October,4,2023
5179,2024-03-25 01:14:30.103132,1,Monday,March,1,2024
5180,2024-03-15 14:13:15.103135,14,Friday,March,1,2024
5181,2024-06-30 16:21:48.103137,16,Sunday,June,2,2024
5182,2024-06-02 18:11:05.103140,18,Sunday,June,2,2024
5183,2024-07-30 14:56:23.103143,14,Tuesday,July,3,2024
5184,2023-12-31 10:23:52.103146,10,Sunday,December,4,2023
5185,2023-12-20 05:26:51.103150,5,Wednesday,December,4,2023
5186,2024-03-05 08:14:59.103153,8,Tuesday,March,1,2024
5187,2024-02-01 01:31:16.103156,1,Thursday,February,1,2024
5188,2023-09-06 12:43:52.103158,12,Wednesday,September,3,2023
5189,2023-12-11 07:39:17.103161,7,Monday,December,4,2023
5190,2023-10-17 19:57:32.103164,19,Tuesday,October,4,2023
5191,2024-04-22 01:46:27.103167,1,Monday,April,2,2024
5192,2024-05-18 05:19:06.103170,5,Saturday,May,2,2024
5193,2024-04-05 20:29:49.103173,20,Friday,April,2,2024
5194,2024-07-12 22:41:24.103176,22,Friday,July,3,2024
5195,2024-04-11 02:49:04.103179,2,Thursday,April,2,2024
5196,2024-08-17 07:39:49.103181,7,Saturday,August,3,2024
5197,2024-06-15 00:59:45.103184,0,Saturday,June,2,2024
5198,2023-09-11 10:05:20.103189,10,Monday,September,3,2023
5199,2024-01-25 12:18:56.103194,12,Thursday,January,1,2024
5200,2024-03-26 04:38:30.103199,4,Tuesday,March,1,2024
5201,2024-04-08 23:37:43.103204,23,Monday,April,2,2024
5202,2024-01-30 17:00:42.103209,17,Tuesday,January,1,2024
5203,2024-06-02 16:04:49.103214,16,Sunday,June,2,2024
5204,2024-08-27 00:02:48.103219,0,Tuesday,August,3,2024
5205,2024-06-14 07:35:53.103224,7,Friday,June,2,2024
5206,2023-10-16 07:32:30.103229,7,Monday,October,4,2023
5207,2023-12-09 11:06:11.103234,11,Saturday,December,4,2023
5208,2024-04-09 00:14:18.103239,0,Tuesday,April,2,2024
5209,2023-09-06 02:40:54.103244,2,Wednesday,September,3,2023
5210,2024-07-09 06:55:13.103249,6,Tuesday,July,3,2024
5211,2023-12-08 11:13:26.103254,11,Friday,December,4,2023
5212,2024-05-03 03:50:49.103259,3,Friday,May,2,2024
5213,2024-06-25 05:47:02.103264,5,Tuesday,June,2,2024
5214,2024-03-24 20:52:30.103269,20,Sunday,March,1,2024
5215,2023-12-19 12:54:01.103274,12,Tuesday,December,4,2023
5216,2023-10-13 23:20:25.103279,23,Friday,October,4,2023
5217,2024-03-03 17:51:37.103285,17,Sunday,March,1,2024
5218,2024-03-05 13:51:59.103288,13,Tuesday,March,1,2024
5219,2023-10-24 13:18:44.103290,13,Tuesday,October,4,2023
5220,2024-03-27 07:08:34.103293,7,Wednesday,March,1,2024
5221,2024-04-15 13:21:38.103296,13,Monday,April,2,2024
5222,2024-02-08 15:53:53.103299,15,Thursday,February,1,2024
5223,2024-07-16 07:31:13.103302,7,Tuesday,July,3,2024
5224,2024-03-05 09:44:16.103304,9,Tuesday,March,1,2024
5225,2024-08-21 11:20:43.103307,11,Wednesday,August,3,2024
5226,2024-03-23 05:32:09.103310,5,Saturday,March,1,2024
5227,2023-11-08 18:59:25.103313,18,Wednesday,November,4,2023
5228,2024-08-16 17:08:06.103316,17,Friday,August,3,2024
5229,2024-03-19 06:15:07.103319,6,Tuesday,March,1,2024
5230,2024-02-17 12:16:25.103323,12,Saturday,February,1,2024
5231,2024-06-28 22:46:27.103326,22,Friday,June,2,2024
5232,2023-12-27 01:34:21.103329,1,Wednesday,December,4,2023
5233,2023-12-29 20:33:19.103335,20,Friday,December,4,2023
5234,2023-12-13 04:44:34.103340,4,Wednesday,December,4,2023
5235,2023-11-06 20:18:43.103345,20,Monday,November,4,2023
5236,2024-05-03 03:01:27.103350,3,Friday,May,2,2024
5237,2024-08-26 21:20:07.103355,21,Monday,August,3,2024
5238,2023-11-17 23:01:52.103360,23,Friday,November,4,2023
5239,2024-03-09 22:39:06.103365,22,Saturday,March,1,2024
5240,2024-08-10 17:02:08.103370,17,Saturday,August,3,2024
5241,2024-04-18 08:59:38.103375,8,Thursday,April,2,2024
5242,2023-11-26 13:36:56.103380,13,Sunday,November,4,2023
5243,2024-08-12 18:05:14.103385,18,Monday,August,3,2024
5244,2023-10-03 15:15:02.103391,15,Tuesday,October,4,2023
5245,2023-11-01 06:01:24.103396,6,Wednesday,November,4,2023
5246,2024-04-11 05:16:40.103401,5,Thursday,April,2,2024
5247,2023-12-10 20:13:29.103406,20,Sunday,December,4,2023
5248,2023-11-19 05:52:51.103411,5,Sunday,November,4,2023
5249,2023-10-01 10:38:07.103416,10,Sunday,October,4,2023
5250,2023-09-24 08:17:43.103422,8,Sunday,September,3,2023
5251,2024-03-04 09:35:06.103427,9,Monday,March,1,2024
5252,2023-11-20 13:18:19.103432,13,Monday,November,4,2023
5253,2023-10-18 19:58:19.103437,19,Wednesday,October,4,2023
5254,2024-04-12 22:55:16.103444,22,Friday,April,2,2024
5255,2024-06-04 05:44:50.103450,5,Tuesday,June,2,2024
5256,2024-04-05 10:36:13.103455,10,Friday,April,2,2024
5257,2024-01-19 17:13:59.103460,17,Friday,January,1,2024
5258,2024-06-19 05:37:58.103465,5,Wednesday,June,2,2024
5259,2024-03-10 11:08:28.103470,11,Sunday,March,1,2024
5260,2024-07-13 06:55:48.103475,6,Saturday,July,3,2024
5261,2024-02-04 10:32:59.103479,10,Sunday,February,1,2024
5262,2023-12-04 14:08:35.103485,14,Monday,December,4,2023
5263,2024-04-30 11:22:37.103490,11,Tuesday,April,2,2024
5264,2024-08-20 19:13:10.103495,19,Tuesday,August,3,2024
5265,2023-10-08 09:41:11.103500,9,Sunday,October,4,2023
5266,2024-02-19 01:07:50.103506,1,Monday,February,1,2024
5267,2024-01-22 00:56:09.103519,0,Monday,January,1,2024
5268,2024-07-13 17:27:17.103522,17,Saturday,July,3,2024
5269,2023-09-19 23:16:42.103525,23,Tuesday,September,3,2023
5270,2023-11-19 20:45:51.103528,20,Sunday,November,4,2023
5271,2024-06-26 13:35:29.103531,13,Wednesday,June,2,2024
5272,2023-12-03 13:30:10.103534,13,Sunday,December,4,2023
5273,2024-05-18 17:24:31.103537,17,Saturday,May,2,2024
5274,2023-11-18 23:44:11.103540,23,Saturday,November,4,2023
5275,2024-06-27 12:42:12.103544,12,Thursday,June,2,2024
5276,2024-07-12 22:06:33.103549,22,Friday,July,3,2024
5277,2024-07-12 06:04:28.103554,6,Friday,July,3,2024
5278,2023-12-27 14:42:15.103559,14,Wednesday,December,4,2023
5279,2024-02-14 02:38:43.103564,2,Wednesday,February,1,2024
5280,2023-11-15 22:53:41.103569,22,Wednesday,November,4,2023
5281,2023-12-10 13:25:01.103575,13,Sunday,December,4,2023
5282,2024-05-10 03:55:21.103580,3,Friday,May,2,2024
5283,2024-07-17 11:21:03.103584,11,Wednesday,July,3,2024
5284,2024-04-24 13:19:09.103589,13,Wednesday,April,2,2024
5285,2023-11-01 11:14:25.103594,11,Wednesday,November,4,2023
5286,2024-08-19 00:12:00.103599,0,Monday,August,3,2024
5287,2024-05-28 12:14:18.103603,12,Tuesday,May,2,2024
5288,2024-02-03 01:47:47.103605,1,Saturday,February,1,2024
5289,2023-12-28 11:28:59.103608,11,Thursday,December,4,2023
5290,2023-11-24 16:09:18.103611,16,Friday,November,4,2023
5291,2024-03-29 12:33:02.103614,12,Friday,March,1,2024
5292,2024-02-18 01:55:08.103617,1,Sunday,February,1,2024
5293,2023-12-06 17:58:31.103620,17,Wednesday,December,4,2023
5294,2023-10-09 17:40:33.103623,17,Monday,October,4,2023
5295,2024-06-06 09:33:52.103626,9,Thursday,June,2,2024
5296,2024-02-13 01:51:14.103629,1,Tuesday,February,1,2024
5297,2023-09-17 10:03:23.103632,10,Sunday,September,3,2023
5298,2024-07-08 16:10:04.103637,16,Monday,July,3,2024
5299,2024-01-15 06:14:04.103642,6,Monday,January,1,2024
5300,2023-12-07 14:13:58.103647,14,Thursday,December,4,2023
5301,2024-06-20 07:16:39.103652,7,Thursday,June,2,2024
5302,2024-05-16 17:26:03.103656,17,Thursday,May,2,2024
5303,2024-04-30 06:53:19.103661,6,Tuesday,April,2,2024
5304,2024-07-12 21:49:27.103666,21,Friday,July,3,2024
5305,2024-07-10 20:41:03.103671,20,Wednesday,July,3,2024
5306,2023-11-10 08:16:31.103674,8,Friday,November,4,2023
5307,2023-11-21 15:24:19.103677,15,Tuesday,November,4,2023
5308,2023-12-23 14:37:30.103680,14,Saturday,December,4,2023
5309,2024-06-05 11:57:08.103683,11,Wednesday,June,2,2024
5310,2023-11-16 01:08:08.103686,1,Thursday,November,4,2023
5311,2024-03-31 01:03:02.103688,1,Sunday,March,1,2024
5312,2024-08-27 19:56:32.103691,19,Tuesday,August,3,2024
5313,2024-01-11 15:39:05.103694,15,Thursday,January,1,2024
5314,2024-06-08 20:29:16.103697,20,Saturday,June,2,2024
5315,2024-02-24 16:02:07.103700,16,Saturday,February,1,2024
5316,2024-01-26 00:08:10.103705,0,Friday,January,1,2024
5317,2024-02-08 21:04:50.103710,21,Thursday,February,1,2024
5318,2024-08-03 03:56:52.103715,3,Saturday,August,3,2024
5319,2024-01-03 01:54:16.103720,1,Wednesday,January,1,2024
5320,2024-06-08 02:47:42.103725,2,Saturday,June,2,2024
5321,2023-10-26 22:21:48.103730,22,Thursday,October,4,2023
5322,2024-05-10 11:55:35.103734,11,Friday,May,2,2024
5323,2024-05-13 17:57:16.103737,17,Monday,May,2,2024
5324,2023-10-30 03:23:25.103740,3,Monday,October,4,2023
5325,2024-05-22 14:18:03.103743,14,Wednesday,May,2,2024
5326,2023-11-28 11:12:54.103746,11,Tuesday,November,4,2023
5327,2023-11-28 04:29:56.103749,4,Tuesday,November,4,2023
5328,2023-10-10 11:13:12.103752,11,Tuesday,October,4,2023
5329,2024-04-19 18:11:09.103757,18,Friday,April,2,2024
5330,2024-02-09 13:26:06.103762,13,Friday,February,1,2024
5331,2023-12-31 01:30:07.103768,1,Sunday,December,4,2023
5332,2024-06-20 10:52:44.103773,10,Thursday,June,2,2024
5333,2023-10-22 21:27:57.103778,21,Sunday,October,4,2023
5334,2023-12-05 18:55:35.103783,18,Tuesday,December,4,2023
5335,2024-05-19 13:18:39.103789,13,Sunday,May,2,2024
5336,2023-12-16 20:26:11.103793,20,Saturday,December,4,2023
5337,2024-05-09 06:57:25.103798,6,Thursday,May,2,2024
5338,2023-12-14 12:50:56.103804,12,Thursday,December,4,2023
5339,2024-05-09 04:29:42.103809,4,Thursday,May,2,2024
5340,2024-05-21 02:11:04.103812,2,Tuesday,May,2,2024
5341,2024-05-16 11:58:13.103814,11,Thursday,May,2,2024
5342,2024-01-23 14:18:51.103817,14,Tuesday,January,1,2024
5343,2023-11-15 23:33:47.103820,23,Wednesday,November,4,2023
5344,2024-03-17 20:41:33.103823,20,Sunday,March,1,2024
5345,2024-07-19 01:25:39.103826,1,Friday,July,3,2024
5346,2023-09-11 16:39:22.103829,16,Monday,September,3,2023
5347,2024-08-13 21:53:36.103831,21,Tuesday,August,3,2024
5348,2023-12-10 16:11:53.103834,16,Sunday,December,4,2023
5349,2024-05-01 10:11:03.103837,10,Wednesday,May,2,2024
5350,2023-09-13 18:13:59.103840,18,Wednesday,September,3,2023
5351,2024-08-06 03:50:26.103843,3,Tuesday,August,3,2024
5352,2024-02-06 03:28:00.103846,3,Tuesday,February,1,2024
5353,2023-09-19 03:27:42.103848,3,Tuesday,September,3,2023
5354,2023-10-15 08:31:07.103855,8,Sunday,October,4,2023
5355,2024-05-30 01:12:03.103858,1,Thursday,May,2,2024
5356,2024-01-20 07:38:44.103861,7,Saturday,January,1,2024
5357,2024-07-01 17:20:13.103864,17,Monday,July,3,2024
5358,2024-09-02 23:29:48.103867,23,Monday,September,3,2024
5359,2024-02-09 05:55:24.103869,5,Friday,February,1,2024
5360,2023-12-17 04:30:56.103872,4,Sunday,December,4,2023
5361,2024-02-06 10:19:17.103875,10,Tuesday,February,1,2024
5362,2024-02-27 06:44:17.103878,6,Tuesday,February,1,2024
5363,2024-03-11 20:59:35.103881,20,Monday,March,1,2024
5364,2024-05-05 23:11:58.103884,23,Sunday,May,2,2024
5365,2024-06-24 23:31:56.103887,23,Monday,June,2,2024
5366,2024-04-29 21:26:40.103890,21,Monday,April,2,2024
5367,2024-06-18 12:54:09.103895,12,Tuesday,June,2,2024
5368,2024-01-19 04:49:50.103901,4,Friday,January,1,2024
5369,2024-04-30 06:54:18.103906,6,Tuesday,April,2,2024
5370,2024-07-10 07:17:34.103911,7,Wednesday,July,3,2024
5371,2024-07-09 01:06:41.103916,1,Tuesday,July,3,2024
5372,2024-06-10 07:12:34.103921,7,Monday,June,2,2024
5373,2024-01-01 01:05:10.103926,1,Monday,January,1,2024
5374,2024-05-05 15:38:31.103932,15,Sunday,May,2,2024
5375,2023-12-11 11:55:26.103937,11,Monday,December,4,2023
5376,2024-01-20 02:24:27.103941,2,Saturday,January,1,2024
5377,2024-04-09 00:34:05.103946,0,Tuesday,April,2,2024
5378,2024-07-18 18:13:17.103951,18,Thursday,July,3,2024
5379,2023-12-12 10:35:00.103956,10,Tuesday,December,4,2023
5380,2024-04-30 11:36:32.103960,11,Tuesday,April,2,2024
5381,2024-05-29 15:21:17.103965,15,Wednesday,May,2,2024
5382,2024-04-21 10:20:03.103970,10,Sunday,April,2,2024
5383,2024-05-01 16:02:57.103975,16,Wednesday,May,2,2024
5384,2023-12-30 18:21:56.103982,18,Saturday,December,4,2023
5385,2024-03-28 06:58:24.103985,6,Thursday,March,1,2024
5386,2023-10-29 03:18:16.103988,3,Sunday,October,4,2023
5387,2024-03-07 21:56:35.103992,21,Thursday,March,1,2024
5388,2023-12-03 19:28:07.103995,19,Sunday,December,4,2023
5389,2023-12-02 13:52:36.103998,13,Saturday,December,4,2023
5390,2024-07-09 07:48:43.104001,7,Tuesday,July,3,2024
5391,2024-06-04 04:37:35.104004,4,Tuesday,June,2,2024
5392,2023-09-09 10:08:42.104006,10,Saturday,September,3,2023
5393,2024-05-14 18:05:34.104009,18,Tuesday,May,2,2024
5394,2024-01-15 14:36:51.104012,14,Monday,January,1,2024
5395,2023-09-29 04:35:12.104015,4,Friday,September,3,2023
5396,2024-08-22 14:17:19.104019,14,Thursday,August,3,2024
5397,2024-06-01 14:20:57.104025,14,Saturday,June,2,2024
5398,2024-05-02 01:54:58.104030,1,Thursday,May,2,2024
5399,2024-07-08 16:32:39.104035,16,Monday,July,3,2024
5400,2024-04-27 21:18:36.104039,21,Saturday,April,2,2024
5401,2024-02-15 06:13:31.104044,6,Thursday,February,1,2024
5402,2024-06-20 16:33:59.104050,16,Thursday,June,2,2024
5403,2023-10-12 18:47:44.104054,18,Thursday,October,4,2023
5404,2024-04-27 22:42:47.104057,22,Saturday,April,2,2024
5405,2023-10-30 22:55:34.104060,22,Monday,October,4,2023
5406,2024-05-13 10:33:44.104063,10,Monday,May,2,2024
5407,2023-09-22 12:16:40.104066,12,Friday,September,3,2023
5408,2023-12-27 09:26:09.104068,9,Wednesday,December,4,2023
5409,2024-01-08 17:03:26.104071,17,Monday,January,1,2024
5410,2023-11-05 10:45:13.104074,10,Sunday,November,4,2023
5411,2023-11-04 00:24:02.104077,0,Saturday,November,4,2023
5412,2023-09-09 19:34:22.104080,19,Saturday,September,3,2023
5413,2024-01-27 22:22:38.104082,22,Saturday,January,1,2024
5414,2023-10-19 05:13:01.104085,5,Thursday,October,4,2023
5415,2024-02-11 16:17:14.104088,16,Sunday,February,1,2024
5416,2023-09-11 19:53:30.104091,19,Monday,September,3,2023
5417,2023-12-21 21:11:42.104094,21,Thursday,December,4,2023
5418,2024-08-12 17:28:47.104097,17,Monday,August,3,2024
5419,2023-11-28 12:31:24.104099,12,Tuesday,November,4,2023
5420,2023-11-13 03:05:05.104102,3,Monday,November,4,2023
5421,2023-10-18 02:03:06.104105,2,Wednesday,October,4,2023
5422,2023-11-29 06:03:33.104108,6,Wednesday,November,4,2023
5423,2024-05-19 08:13:03.104110,8,Sunday,May,2,2024
5424,2024-05-02 02:44:16.104113,2,Thursday,May,2,2024
5425,2024-08-24 03:33:33.104116,3,Saturday,August,3,2024
5426,2023-10-31 15:01:46.104119,15,Tuesday,October,4,2023
5427,2024-01-19 19:40:14.104124,19,Friday,January,1,2024
5428,2024-04-27 21:34:07.104130,21,Saturday,April,2,2024
5429,2023-11-24 11:36:06.104135,11,Friday,November,4,2023
5430,2024-08-14 00:36:54.104140,0,Wednesday,August,3,2024
5431,2024-05-14 01:11:19.104144,1,Tuesday,May,2,2024
5432,2023-09-08 01:39:42.104149,1,Friday,September,3,2023
5433,2024-06-27 16:27:35.104155,16,Thursday,June,2,2024
5434,2024-02-29 00:14:34.104159,0,Thursday,February,1,2024
5435,2024-04-22 13:13:18.104164,13,Monday,April,2,2024
5436,2024-06-23 17:14:52.104169,17,Sunday,June,2,2024
5437,2024-05-29 16:34:33.104174,16,Wednesday,May,2,2024
5438,2023-11-11 07:20:46.104179,7,Saturday,November,4,2023
5439,2024-08-31 17:17:47.104182,17,Saturday,August,3,2024
5440,2024-07-27 12:25:43.104184,12,Saturday,July,3,2024
5441,2024-02-29 22:45:06.104187,22,Thursday,February,1,2024
5442,2024-07-18 04:08:39.104190,4,Thursday,July,3,2024
5443,2024-07-16 11:26:25.104193,11,Tuesday,July,3,2024
5444,2024-05-05 07:28:48.104198,7,Sunday,May,2,2024
5445,2024-06-22 00:57:40.104203,0,Saturday,June,2,2024
5446,2023-09-09 11:07:51.104208,11,Saturday,September,3,2023
5447,2024-09-03 03:16:06.104213,3,Tuesday,September,3,2024
5448,2024-05-04 22:10:57.104217,22,Saturday,May,2,2024
5449,2023-10-04 15:30:46.104222,15,Wednesday,October,4,2023
5450,2024-04-02 00:05:28.104227,0,Tuesday,April,2,2024
5451,2023-09-23 19:19:29.104230,19,Saturday,September,3,2023
5452,2023-12-31 20:15:20.104233,20,Sunday,December,4,2023
5453,2023-11-19 08:27:13.104236,8,Sunday,November,4,2023
5454,2023-09-27 04:37:01.104240,4,Wednesday,September,3,2023
5455,2023-12-05 14:11:06.104243,14,Tuesday,December,4,2023
5456,2024-04-21 10:25:53.104246,10,Sunday,April,2,2024
5457,2023-09-28 23:50:45.104248,23,Thursday,September,3,2023
5458,2024-05-15 17:40:57.104252,17,Wednesday,May,2,2024
5459,2023-09-18 22:38:33.104257,22,Monday,September,3,2023
5460,2023-09-27 08:18:36.104262,8,Wednesday,September,3,2023
5461,2024-04-09 12:45:25.104267,12,Tuesday,April,2,2024
5462,2023-12-29 21:39:37.104272,21,Friday,December,4,2023
5463,2024-06-10 17:01:25.104276,17,Monday,June,2,2024
5464,2024-04-30 11:29:34.104281,11,Tuesday,April,2,2024
5465,2023-09-25 06:28:40.104286,6,Monday,September,3,2023
5466,2024-09-01 04:59:51.104291,4,Sunday,September,3,2024
5467,2023-12-20 07:17:07.104297,7,Wednesday,December,4,2023
5468,2023-11-17 10:06:46.104302,10,Friday,November,4,2023
5469,2024-03-01 08:42:04.104307,8,Friday,March,1,2024
5470,2024-06-28 00:44:49.104312,0,Friday,June,2,2024
5471,2023-12-24 05:41:22.104317,5,Sunday,December,4,2023
5472,2024-02-28 00:49:32.104321,0,Wednesday,February,1,2024
5473,2023-12-24 19:39:13.104326,19,Sunday,December,4,2023
5474,2024-03-11 07:36:45.104332,7,Monday,March,1,2024
5475,2024-02-28 20:29:14.104337,20,Wednesday,February,1,2024
5476,2024-06-04 05:17:16.104342,5,Tuesday,June,2,2024
5477,2024-04-12 00:01:27.104347,0,Friday,April,2,2024
5478,2024-06-19 23:45:44.104352,23,Wednesday,June,2,2024
5479,2024-06-20 22:12:36.104357,22,Thursday,June,2,2024
5480,2024-01-22 22:55:07.104362,22,Monday,January,1,2024
5481,2023-09-07 19:36:18.104367,19,Thursday,September,3,2023
5482,2023-10-01 23:15:42.104372,23,Sunday,October,4,2023
5483,2023-09-17 03:27:37.104377,3,Sunday,September,3,2023
5484,2023-10-07 21:03:05.104380,21,Saturday,October,4,2023
5485,2023-09-29 00:24:26.104383,0,Friday,September,3,2023
5486,2023-11-16 09:55:57.104385,9,Thursday,November,4,2023
5487,2023-11-03 21:21:34.104388,21,Friday,November,4,2023
5488,2023-12-09 10:57:41.104391,10,Saturday,December,4,2023
5489,2024-07-10 09:59:55.104394,9,Wednesday,July,3,2024
5490,2023-12-20 03:37:41.104397,3,Wednesday,December,4,2023
5491,2024-01-15 22:36:17.104400,22,Monday,January,1,2024
5492,2023-11-24 02:21:39.104402,2,Friday,November,4,2023
5493,2024-08-13 14:42:43.104405,14,Tuesday,August,3,2024
5494,2024-02-15 04:22:53.104408,4,Thursday,February,1,2024
5495,2024-05-16 13:25:09.104411,13,Thursday,May,2,2024
5496,2024-03-20 10:47:31.104414,10,Wednesday,March,1,2024
5497,2023-10-17 23:39:00.104417,23,Tuesday,October,4,2023
5498,2024-08-11 07:31:58.104421,7,Sunday,August,3,2024
5499,2024-02-08 12:33:06.104423,12,Thursday,February,1,2024
5500,2024-01-14 13:56:26.104426,13,Sunday,January,1,2024
5501,2024-07-02 00:02:02.104429,0,Tuesday,July,3,2024
5502,2023-10-22 21:51:17.104432,21,Sunday,October,4,2023
5503,2024-01-06 06:09:15.104435,6,Saturday,January,1,2024
5504,2024-08-24 19:26:42.104438,19,Saturday,August,3,2024
5505,2024-08-21 06:41:46.104440,6,Wednesday,August,3,2024
5506,2024-01-05 23:07:46.104443,23,Friday,January,1,2024
